Username,Comment
@stanislavmedkov7193,Я думал такое возможно только в игре фифа😀
@MkamaEmmanuel,Inter Like this comment
@lachlach4269,"😂😂NO TREBLE FOR YOU😂😂Barca stop playing victims if it doesn’t go your way , man up a bit . It was a great match ."
@AdolfoMaximo29,Le callaron el hocico a ese narrador jajajajaaja
@ThomasYidersa,inter is the laziest club in the world
@ICE2008,No lamal❤❤❤
@rosental0,This is the real Football a Festival of Champions Goals ⚽️
@Blowblo,Kelemahan Barcelona di kiper
@antoniocampana6420,Grande Inter
@Uwiragiye-r1s,Team of God
@SabDialla,Barka dogs in the mud
@joehanesari185,PAZZA INTER AMALA!!!... FORZA LA BENEAMATA PER SEMPRE!!!..INTER FOREVER!
@tampaklunguntampaklungun1466,Inter....welcome to istanbul..good luck for PSG& ARSENAL.
@FIDUshow7,"O brasileiro camisa 30 da inter, Carlos não sei o que… O MAIS FRACO DA HISTORIA DO FUTEBOL… ruim demais, gelado, entregou os dois gols do Barcelona, medo do atacante do Barcelona… comprometeu muito…. Se a inter perde ele seria o maior responsável"
@anggiardaleva9224,Persib nu aing
@isaku777.,Madrid gonna pay for it in the next 96 hours
@HECHOSsucesosREALES,"Catalunya independicense por favor ,, OUT. ....😅"
@zigavolaric9225,Inter Milan my hero's 😎😎😎👑👑👑... Varca have finally fallen 🤗🤗🤗
@JohnShortsYT,Unreal game. Love this team! 🖤💙
@flaviomarques7403,"Chupa essa manga ,Barça 😂"
@Internazionale_fc1,"Tutto Milano ha urlato il gol, vivo a Garibaldi e TUTTO IL POPOLA A URLARE IL PAREGGIO DI ACERBII"
@harleyman8401,good job interyesssss from morocco
@RelatosAsombrosos,Dream is over
@ZainalIlmi-o4f,👍👍👍👍👍👍👍👍
@LNLBD,Lautaro ❤️❤️❤️
@neldesmc461,HALLA MADRID😂🎉
@ChrisGuzman-n6j,"The better team won, from a Barca fan here😔 congrats to inter  👏 , we would have lost in penalties, Sommer is insane and that defense is insane , also the strikers, inter can have 20 percent possession and still win a game."
@TopCatPlus,Los comentaristas a favor del Barcelona
@HECHOSsucesosREALES,El INTER y su hijito barcelonita
@NJBTrolls,NOOOOOOOOO BARÇA WHAT ARE YOU DOINGGGG 😭 😭
@luigimarzo8414,Inter has win 4-3 aa campnou too.. there was not offside
@boondocksaints2011,I drink Barcelona tears
@Ponty30,You could have shown the penalty a few more times
@fatihakkas7861,"Futboldan anlayan, futbolu seven, futbolla yatıp kalkan insanlardan şu maçı kaçıran varsa, yüzündeki pişmanlığı görmek isterdim. 26 yaşındayım gözümün gördüğü efsane maçlar arasında ilk 3 girdi. 1. Sırayı zorlar"
@Halamadrid16810,"No la Liga diabolical referees, no party"
@danksyaikoji_1981,🎉🎉🎉🎉inter Milan isgood leboktah pendukung barca 😂😂
@youtube-nutzer2895,what a performance by sommer. crazy.
@Antonio-ej9yd,"Viva el Inter,el Barça creía que ya había ganado la champion,con esa banda de niños no ganas estos torneos,solo van a 4 puntos del Madrid en liga y parece que han ganado un mundial."
@joegaz63,"Questa vittoria ce la ricorderemo per molti anni a venire, EPICA!!!❤❤❤"
@rodolfomicelli2325,Hey... ma il telecronista che esulta quando segna il Barca con goooooo-ooooo-oooaallllll! non esulta affatto qaundo segna l'INTER!?!?!? 😘😘😛😛🤣🤣
@asputrachaniago,FORZA INTER MILAN!!!!!!!!
@arifyldz2340,İnterin kazanmasına cok sevindim
@nadas9191,Questa partita mi ha tolto 10 anni di vita😂🖤💙
@Aha-pu3yp,Ямал мешок
@omharry2079,Forza inter🎉🎉🎉🎉
@edisonmustainethrash6662,*YAMAL BALON DE ORO O DE PLAYA.... OTRO AÑO A LLORAR...LA CHAMPIONS NO SE HIZO PARA LOS equipillos pequeños y ladrones 😂😂😂😂😂😂😂😂😂😂😂😂😂...graccie mile😂😂😂😂😂😂😂😂.*
@BerdirayimAshirov,👍👍👍👍👍👍👍🔥🔥🔥🔥🔥🔥🔥
@deg6788,"As a Napoli fan congratulations to inter !!! What a team , legendary win❤"
@dedidetv,Congrats inter
@JohnGilimwa,The match of 13 goals
@AbubakarBello-i9t,Barca congratulations
@Furina536,"I had to go away so many times during this match, constant pit in my stomach"
@ucheani2208,Wow this champions league will make history think about it. The semifinal between arsenal and psg will be a well fought match because both teams have never won the championships league so it will be a tough match and it’s also an opportunity for one of them to win the championships league for the first time. If psg wins arsenal they have to remember that they have lost a final to Bayern before so maybe this year is for psg we will see
@sanjarbozoriov7,Поздравляю! Интер.
@MrLittolitto,que maquina el inter de nuestro toro lautaaa!! felicidades maestro!
@aestheticmusic2439,Yan sommer best
@M.Krts.60,İlk maçın kopyası uzatmalar hariç 👀
@UfukKalkan-b1b,Dio porca che partita che partita grande inter 🎉🎉🎉🎉
@calonimammu3704,Damn with boring bus parking
@ЗиёдбекАлийив,😅😅
@mindrasammuel3592,It was like watching a repeat of the 2010 semi final in extra time. Gallant defending from the Italians
@Rhodes_Leigh,"Come back loading, Barcelona will come back"
@sebastianmoyarobles6636,😂😂😂😂 hala Madrid
@sezaisensoy9866,"Despite everything, it's a shame for Barcelona"
@SalsaFvngky,Kuat nyaa inter
@alfredodistefanolaulhe2212,Modric more Champions League than Barcelona.
@NoeOrtiz-iy2xs,Inter por la 5ta orejona
@sbagtayan,Magic meazza...spirit of angel..
@bayualifp190,"Sejatinya Barcelona bermain sangat baik, hanya kalah pengalaman pemain nya dari INTER😮😮😮"
@yeahboy172,Commentator really hates Inter
@indg0511,"Amazing game, Like Tactics VS Experience battle😮"
@giuseppegraziano2268,INTER❤
@1ns1ne,Sommer can save the titanic
@Nwyao,Oleeeee oleee oleeee interrr interrr
@imamwin1313,11 tahun puasa ucl 😂😂😂😂
@apuysaepullah3318,Inter😮😮😮
@youssefganame,Barca Bad changement
@agumgumilar1329,FORZA INTER🔵⚫
@mijiak,голь
@juanjoselopezalvarado,El MMM OOO NNN OOO YAMAL
@user-qx5uz3mb7u,Jamal Who?
@pratickbaniya345,Inter for 2025🎉🎉🎉
@juanjoselopezalvarado,Y hoy gavi estará celebrando
@VG4LRS,Biggest UCL upset ever
@1ro3ls,incredible inter 👏👏👏👏😭😭😭🖤💙🖤💙🖤💙
@DanielGarcia-lr6vr,Football just won and varca lost good.
@KomitasKomitas-f5b,Putalona bye bye…..
@JuvetRomaricMoussonissaBankana,"Qd Lamine Yamal fait un spectacle vous voilà dire qu'il est meilleur que Vini,mais le meilleur c celui qui remporte la creme des crèmes : la league des champions,Vini en a deux ason compteur donc laissez le débat,Yamal c un bon joueur mais pas encore au niveau de Vini"
@wfachannel7389,"Non urlare, non urlare, vai a segnalare il fallo che a Monaco ci andiamo noi....poveraccio d'un telecronista!🤩 Bye Bye Barcelona!!!!!!!!!!!!!"
@AgusRistono,Drogba's curse still applies to Barca..!?? Don't know until when
@OanStack,"FORZA INTER 🔵⚫🔵⚫.
Bye barca"
@MondestinArhyCherry,"Falso penal,"
@xSCHEF,Interuuuuu ❤
@ciceroaparecidocardosodesa9999,Flamengo!
@maratk5204,матч года клянусь
@Riblackey,Panyo
@bisri8064,Visca barca😂😂😂😂
@ciceroaparecidocardosodesa9999,"O Barça é mais , muito mais time, porém vacila igual o Malvadão do rio"
@БегмаханбетБайтурсынов,Сауап барселонаға😂
@fanaticego79,Sehr sehr sehr schlechte Verteidigung seitens Barca
@samjatok4022,"Proud beyond words of every player's tenacity and skill. We may not have won the semifinal, but we played like champions. Thank you to our visionary coach for building this incredible team."
@stavrosanastasiou9201,Amazing match!!!❤
@jenniferrokhum2329,Bottlelona😂😂😂😂😂 So hapoy for Inter and Barca KO😅😅
@francescoarmuzzi6358,Now yamal can hold his doll again and just play in his room👶🏻
@MuhammadNurAlam-b2n,Especially I have to admit that sommer saved inter Milan by saving some horrible shoots from yamal and Rafinha so Sommer deserves 70% credit for his some crucial saves.
@DivineGloire-u2g5o,Psg win
@saripah2787,Satu kata buat Barca.. mampuuuuuuuuuuus😂😂😂
@lalsanjoyhalam6088,VISCA VARÇA
@Bos-f6w,Ян Зомер 👏👏👏
@JuvetRomaricMoussonissaBankana,"Chaque fois vous dites Barça c la meilleure équipe mais pas de résultat 10 ans sans league des champions 
Vous pensez que le foot c tourner la balle,la possession,le tiki taka coe vous dites ,c faux l'histoire retiendra que Inter à éliminer le Barca"
@baloguntajudeens.963,Inter saved the world from noise pollution
@habib_pitusas,EL MEJOR PARTIDO
@abhuing,"Ladies and Gents winning UCL is no Childs play ...just because Real Madrid have won it consecutively doesn't mean it's easy ..
UCL is the toughest tourney of the year"
@avidiuscassiusivanovitch7149,et l'aventure s'arrêta
@rodolfomicelli2325,INTER INTER INTER!!!!!
@fabiofranco954,🖤💙
@JasonMensah-x2x,The commentator is clearly a barca fan😂😂
@MeryRoussell,"Yo que el entrenador no dudaría en mandar de regreso a su casa al tal Araujo baboso, en la champion pasada fue culpa de el, por provocar el penalti e igual quedamos fuera, no se cual es el empeño de Hansy en con convocarlo, muy mal de su parte como que si no conoce como juega, una de cal y una de arena, o sea una buena y un sin fin malas, aaagggg, pero en fin ya está perdido el partido 😡😡😡😡😡😡 

Y mete a Lewandosky al final,  entrenador burro 😡😡😡😡"
@thierryalexandre2513,No Negreira no champion
@abuabdussalam6055,Good what a game of soccer in display
@LuisDurante-g3c,Vince chi più crede. Questa sera l' Inter ha avuto più fede e fame.
@seanku8949,Rigged Barcelona was dominating but the ref was rigged
@AbangBoyka,Barca lolos ke pinal melawan arsenal😂😂
@ardiar2843,Kasihannn😂
@shavkatimomov1989,Interga shunchaki RESPEKT. SUPEEEEER.
@jenniferrokhum2329,RAPHINHA THINKS THAT ABOUT THE Ballondo'r😂😂😂 when be scored at87mins but failed horriblybwrong
@tullioItalia-eo5oe,"Goallllllllllllllooooooooooooooooooo Magnificoooooooooooo Brava INTER.
E FORZA JUVE"
@hasanfehmibudak,İNTER 👏
@Пгпеооееоло,Бабсилона 😅
@sinnathurairamanathan492,"I like Inter 
Great 👍 😊😅😅😮😮😢"
@theanfieldgenk1576,"Barcelona Game over,,Forza inter,Hala Madrid 😂😂😂😂"
@BEHRUZNAZAROV-wl4jz,Hala Madrid
@GbNero,"Grande Ragazzi,Grazie Per Tutto Che Ci Avete Dato..Un Saluto Dal Kenia"
@MionelLessi1010,Absolute cinema 🎥
@thechosenone1877,Endrick >>> Yamal it is what it is …no wonder Flick was a fan of Endrick because he needs a natural goal scorer and Yamal isn’t that …Endrick minutes played by ratio his scoring ability is ahead of Lamine ..Endrick has something like every 90 minutes 1 goal that’s insane knowing he comes off the bench last 5 to 10 minutes for Real Madrid .
@user-pp4dx6sx9t,Someone should check on kwaku chains 😂😂
@HayitmurodAdhamjonov,Xaxaxaxa ola real madrid
@MoscardónEspartano,Aguante el inter ❤️
@HaitGamer-i4t,🔥🔥🔥
@MuhammadNurAlam-b2n,70% credit goes to sommer ❤❤❤
@Imperial.G,Experience beated talent this night
@DamianKuman-s1t,Brawa dla interu
@CoolkhidfromAfrica8668,"The greatest match of the tournament,hands down."
@milanmandal6769,God saved us from barking dogs
@trainzt1476,Varsaaaaaaaaaaaaa a la camaaaaa 😂😂😂😂😂😂😂😂😂😂 SIUUUUUUUUU
@MediMis,"Problem of defenders 😂😂barca find  another good defenders ,your defenders allow many goals."
@DamianKuman-s1t,Jamal będzie teraz płakał he😂
@ChilufyaKingford,Go!!Inter till final!!!
@abubakarabubakar4745,Me going to bed fully knowing that some miserable PRETENDERS ain't playing  in the UCL final let alone winning it. 😎
@Wladd2011,Wow one of the luckiest teams ever
@france2490,best match of the last 10 years
@AyandeleAgbelusi,What a match ❤❤
@jenniferrokhum2329,"PSG vs Inter..
If PSG wins Dembekle should be Ballondor Winner"
@bennyahmadi5965,Hahahahahaha varcaaaa
@SsempeeraAberi,Thank God for sure even Tomorrow we need a same mercy
@archernk,All the speakers (sportscaster) was with Barcelona but is clear that Inter was the Boss in both games
@dudumokoena3953,This match was on  fire 🔥  greatest  semi final match 😊
@IvanoKing3,"Guy when inter Scores: gol... 😐
Guy when varca scores: GOOOOOOL 🤡🤡🤡"
@TheZer0wtf,MATCH OF THE YEAR! JUST WOW
@usausa4168,YANN SOMMER очень красиво выполнил свою работу
@Btsport44,"A spectacular match for neutrals, but a strong warning for Barcelona: without improvement in defense and more tactical balance, success in Europe will be difficult. For Inter, this victory strengthens their position and boosts their confidence for the continuation of the Champions League."
@FuatAydemir-v6p,Legendary match yann sommer you are a great goalkeeper bro 👏
@rahmanmidris7601,Bye bye Barcelona....
@TomsonDesign.,Niesamowity to był mecz
@haelui5469,Its a curse!!! You can win everything at barcelona just not the second greatest trophy in football
@Metoxy-fr,GG Barcelona 💙❤️ congratulations Inter Milan ❤
@chinecheremukpabi6220,"😭😭😭😭😭😭
We need a rematch.."
@lanzaderax,Del Inter desde chequetito...
@danielp.5691,"""Se celebra como si ya tuvieran el bilete"" 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 HALA MADRID Y NADA MAS"
@gestordescomplica,DUMFRIES THE BEST PLAYER INTER
@flaviushonoriusemperorofro3903,Barcelona was BY FAR THE BETTER TEAM in all two matches combined........sadly they could not beat the reffery and the var in both matches........
@t7m_pe,"Si ganar una Champions es dificil ahora imagina ganar 6 en 10 años, nunca mas comparen a ese equipo chico del Barcelona con el unico Rey de Europa Real Madrid 🤍🤍👑👑"
@KerryMasanula04,lamine yamal should be given the ballon d'or
@PhillipGondwe-i3m,❤❤ love 🎉
@AhmadLawan-t9m,Barcelona coach is your mistake of putting arojo he is the cause of everything
@PhillipGondwe-i3m,Well done inter
@ArianaLacatus-i8z,😂😂😂😂😂😅😅😅
@Teksenbilirsin,What a match!!!
@BungDan-u1p,Kasihan para bocil di kasih paham
@mduduzimayisela4164,Congradulations inter
@3446Demr,5 gol çıkar oynadım ama 6 sürpriz oldu mükemmel bir mücadele izledik 🎉
@ayewkofi5439,What a match ❤
@ShellaDon,Dead side Barcelona
@ARMANARMAN-j8x,"БАРСА С ПЕССИ 13 ЛЕТ БЕЗ ЛЧ - ВЫЛЕТ ИЗ ГРУППОВОЙ ЭТАП
БАРСА БЕЗ ПЕССИ 6 ЛЧ ! ФАКТ : ЕСЛИ ПЕССИ НЕ МЕШАЛ БЫ БАРСУ , БАРСА МИНИМУМ 9 ЛЧ БРАЛИ БЫ !!!"
@flaviushonoriusemperorofro3903,"so.....clear penalti in fav of inter the var gives it right away...........the exact same case a clear handball this time in fav of barcelona var say NO PENALTI........in the 93 minute a clear faoul in fav of barcelona NOT GIVEN result in the 3-3 final score and an extra time given.

BARCELONA HUMILIATED INTER TEAM IN SECOND HALF...........AND YET THE VAR AND THE REFFERY GIVES INTER THE VICTORY.

ALL THOSE IDIOTS BELOW WHO SAY INTER WON A DESERVED VICTORY.............WHICH MATCH THEY SAW  ?

"
@ARMANARMAN-j8x,"БАРСА С ПЕССИ 13 ЛЕТ БЕЗ ЛЧ - ВЫЛЕТ ИЗ ГРУППОВОЙ ЭТАП
БАРСА БЕЗ ПЕССИ 6 ЛЧ ! ФАКТ : ЕСЛИ ПЕССИ НЕ МЕШАЛ БЫ БАРСУ , БАРСА МИНИМУМ 9 ЛЧ БРАЛИ БЫ !!!"
@Love_is_endlesss,Now barca kids will cry saying they were robbed😂😂
@FARDANAdan-q8q,akhirnya doa MADRID terkabulkan
@LoneWolf31230,"NO NEGREIRA, NO PARTY. 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣"
@Leodr-t8e,what a match
@ebiemmanuel6664,Probably the best mach of the year❤
@Jose-k4r,"Hoy gano el futbol, sonríe la pelotita nuevamente 🤣🤣🤣🤣"
@itshengdoang,forza serie-A
@sakhilentshingila8253,One of the greatest football match ever...if not the only greatest football match
@Salman-q8w5d,Inter ❤
@flaviushonoriusemperorofro3903,who was in the VAR  ?  the president of INTER TEAM  ?
@benyaminteshome3718,Where are those barking Barka fans who were sure to win inter easily
@AydinAydin8434,Hakan calhanoglu ❤❤❤
@giorgikublashvili6124,Araujo luzer 😂😂😂
@johannesjuanes,It's so painful as a Barcelona fan to lose like this . Football sometimes is very unfair .
@neworhanmath,Inter's defensive play is so boring! it is pity that they will ruin the CL final with their boring style...
@doresalitu4142,Forca2 Inter.......💪💪💪👉👉👉
@kingpin69,Barca needs new defense asap
@johannesjuanes,Inter won like in a miracle . Barcelona showed to be a better team and to play superior football. The best team doesn't always win that's why football is the best sport
@KasugatachewAyele,👍👍👍👍👍👍👍👍👍👍👍👍👍👍eeee
@nahi-27s,Hala Inter. 🎉🎉
@JoseSamaniego-pd3kv,Yesssssssssss l love inter  forever
@Marqn-b3u,"Congratulations Inter , deserve it 👏🏻"
@SudiYanto-z6w,Inter milan bravo❤❤
@mandenmori,Gerard Matin has to be release for free from Barcelona
@Olek-GOAT,Les go inter in de fanal
@Pangusssssssssssssssss,inter saved the world from noise pollution.
@Akan2069,"They underutilized Yamal . When u have a beast all you have to feed him the ball . You don't play around him like he's your equals.  The barca coach is stupid, not playing the game through him ."
@PortiaStevens-s6b,The was amazing but inter was better 👏
@yousefmohammed710,This match was fantastic❤
